PipelineID,FilingID,Effective Start,Effective End,Receipt Point,Delivery Point,Service,Product,Original Toll Value,Original Toll Unit,Converted Toll Value,Converted Toll Unit
EnbridgeMainline,Tariff 373,2015-07-01,2015-08-14,"Cromer Terminal, Manitoba","Corunna or Sarnia Terminal, Ontario",FT,natural gas liquids,16.4576,US$ per cubic metre,2.616553785493,US$ per barrel
EnbridgeMainline,Tariff 373,2015-07-01,2015-08-14,"Cromer Terminal, Manitoba","Marysville, Michigan",FT,natural gas liquids,16.1046,US$ per cubic metre,2.560431174282,US$ per barrel
EnbridgeMainline,Tariff 373,2015-07-01,2015-08-14,"Cromer Terminal, Manitoba","Rapid River, Michigan",FT,natural gas liquids,11.3678,US$ per cubic metre,1.8073388661,US$ per barrel
EnbridgeMainline,Tariff 373,2015-07-01,2015-08-14,"Cromer Terminal, Manitoba","Superior, Wisconsin",FT,natural gas liquids,8.0141,US$ per cubic metre,1.274142262075,US$ per barrel
EnbridgeMainline,Tariff 373,2015-07-01,2015-08-14,"Edmonton Terminal, Alberta","Corunna or Sarnia Terminal, Ontario",FT,natural gas liquids,25.6221,US$ per cubic metre,4.073595344844,US$ per barrel
EnbridgeMainline,Tariff 373,2015-07-01,2015-08-14,"Edmonton Terminal, Alberta","Marysville, Michigan",FT,natural gas liquids,25.2692,US$ per cubic metre,4.017488632388,US$ per barrel
EnbridgeMainline,Tariff 373,2015-07-01,2015-08-14,"Edmonton Terminal, Alberta","Rapid River, Michigan",FT,natural gas liquids,20.5324,US$ per cubic metre,3.264396324207,US$ per barrel
EnbridgeMainline,Tariff 373,2015-07-01,2015-08-14,"Edmonton Terminal, Alberta","Superior, Wisconsin",FT,natural gas liquids,17.1787,US$ per cubic metre,2.731199720181,US$ per barrel
EnbridgeMainline,Tariff 373,2015-07-01,2015-08-14,"Kerrobert Station, Saskatchewan","Corunna or Sarnia Terminal, Ontario",FT,natural gas liquids,21.2708,US$ per cubic metre,3.381792743807,US$ per barrel
EnbridgeMainline,Tariff 373,2015-07-01,2015-08-14,"Kerrobert Station, Saskatchewan","Marysville, Michigan",FT,natural gas liquids,20.9179,US$ per cubic metre,3.325686031352,US$ per barrel
EnbridgeMainline,Tariff 373,2015-07-01,2015-08-14,"Kerrobert Station, Saskatchewan","Rapid River, Michigan",FT,natural gas liquids,16.181,US$ per cubic metre,2.572577824414,US$ per barrel
EnbridgeMainline,Tariff 373,2015-07-01,2015-08-14,"Kerrobert Station, Saskatchewan","Superior, Wisconsin",FT,natural gas liquids,12.8273,US$ per cubic metre,2.039381220388,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Clearbrook, Minnesota",FT,condensate,15.2053,US$ per cubic metre,2.417453655124,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Corunna or Sarnia Terminal, Ontario",FT,condensate,27.2656,US$ per cubic metre,4.334891411491,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Flanagan, Illinois",FT,condensate,24.5383,US$ per cubic metre,3.901284619542,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Griffith, Indiana",FT,condensate,24.5383,US$ per cubic metre,3.901284619542,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Lockport, Illinois",FT,condensate,24.5383,US$ per cubic metre,3.901284619542,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Marysville, Michigan",FT,condensate,26.9107,US$ per cubic metre,4.278466723902,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Mokena, Illinois",FT,condensate,24.5383,US$ per cubic metre,3.901284619542,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Nanticoke, Ontario",FT,condensate,29.4413,US$ per cubic metre,4.680800661388,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Stockbridge, Michigan",FT,condensate,26.9107,US$ per cubic metre,4.278466723902,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Superior, Wisconsin",FT,condensate,17.9695,US$ per cubic metre,2.856927088301,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","West Seneca, New York",FT,condensate,29.779,US$ per cubic metre,4.734490762822,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Clearbrook, Minnesota",FT,heavy petroleum,7.0341,US$ per cubic metre,1.118334446246,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Corunna or Sarnia Terminal, Ontario",FT,heavy petroleum,21.7024,US$ per cubic metre,3.450411777798,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Flanagan, Illinois",FT,heavy petroleum,18.4114,US$ per cubic metre,2.927183694235,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Griffith, Indiana",FT,heavy petroleum,18.4114,US$ per cubic metre,2.927183694235,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Lockport, Illinois",FT,heavy petroleum,18.4114,US$ per cubic metre,2.927183694235,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Marysville, Michigan",FT,heavy petroleum,21.3185,US$ per cubic metre,3.389376450761,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Mokena, Illinois",FT,heavy petroleum,18.4114,US$ per cubic metre,2.927183694235,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Nanticoke, Ontario",FT,heavy petroleum,24.571,US$ per cubic metre,3.906483512989,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Stockbridge, Michigan",FT,heavy petroleum,21.3185,US$ per cubic metre,3.389376450761,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Superior, Wisconsin",FT,heavy petroleum,10.3881,US$ per cubic metre,1.651578746542,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","West Seneca, New York",FT,heavy petroleum,25.0659,US$ per cubic metre,3.985166459982,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Clearbrook, Minnesota",FT,heavy petroleum,18.833,US$ per cubic metre,2.994212852554,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Corunna or Sarnia Terminal, Ontario",FT,heavy petroleum,33.5012,US$ per cubic metre,5.32627428535,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Flanagan, Illinois",FT,heavy petroleum,30.2104,US$ per cubic metre,4.8030779993,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Griffith, Indiana",FT,heavy petroleum,30.2104,US$ per cubic metre,4.8030779993,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Lockport, Illinois",FT,heavy petroleum,30.2104,US$ per cubic metre,4.8030779993,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Marysville, Michigan",FT,heavy petroleum,33.1174,US$ per cubic metre,5.26525485707,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Mokena, Illinois",FT,heavy petroleum,30.2104,US$ per cubic metre,4.8030779993,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Nanticoke, Ontario",FT,heavy petroleum,36.3698,US$ per cubic metre,5.782346020541,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Stockbridge, Michigan",FT,heavy petroleum,33.1174,US$ per cubic metre,5.26525485707,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Superior, Wisconsin",FT,heavy petroleum,22.1869,US$ per cubic metre,3.527441254093,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","West Seneca, New York",FT,heavy petroleum,36.8648,US$ per cubic metre,5.861044866291,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Clearbrook, Minnesota",FT,heavy petroleum,15.3943,US$ per cubic metre,2.447502305319,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Corunna or Sarnia Terminal, Ontario",FT,heavy petroleum,30.0627,US$ per cubic metre,4.779595535629,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Flanagan, Illinois",FT,heavy petroleum,26.7716,US$ per cubic metre,4.256351553308,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Griffith, Indiana",FT,heavy petroleum,26.7716,US$ per cubic metre,4.256351553308,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Lockport, Illinois",FT,heavy petroleum,26.7716,US$ per cubic metre,4.256351553308,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Marysville, Michigan",FT,heavy petroleum,29.6787,US$ per cubic metre,4.718544309834,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Mokena, Illinois",FT,heavy petroleum,26.7716,US$ per cubic metre,4.256351553308,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Nanticoke, Ontario",FT,heavy petroleum,32.9311,US$ per cubic metre,5.235635473305,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Stockbridge, Michigan",FT,heavy petroleum,29.6787,US$ per cubic metre,4.718544309834,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Superior, Wisconsin",FT,heavy petroleum,18.7483,US$ per cubic metre,2.980746605615,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","West Seneca, New York",FT,heavy petroleum,33.4261,US$ per cubic metre,5.314334319056,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Clearbrook, Minnesota",FT,heavy petroleum,13.5174,US$ per cubic metre,2.149098540494,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Corunna or Sarnia Terminal, Ontario",FT,heavy petroleum,28.1858,US$ per cubic metre,4.481191770803,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Flanagan, Illinois",FT,heavy petroleum,24.8948,US$ per cubic metre,3.957963687239,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Griffith, Indiana",FT,heavy petroleum,24.8948,US$ per cubic metre,3.957963687239,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Lockport, Illinois",FT,heavy petroleum,24.8948,US$ per cubic metre,3.957963687239,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Marysville, Michigan",FT,heavy petroleum,27.8018,US$ per cubic metre,4.420140545009,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Mokena, Illinois",FT,heavy petroleum,24.8948,US$ per cubic metre,3.957963687239,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Nanticoke, Ontario",FT,heavy petroleum,31.0544,US$ per cubic metre,4.937263505993,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Stockbridge, Michigan",FT,heavy petroleum,27.8018,US$ per cubic metre,4.420140545009,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Superior, Wisconsin",FT,heavy petroleum,16.8714,US$ per cubic metre,2.682342840789,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","West Seneca, New York",FT,heavy petroleum,31.5493,US$ per cubic metre,5.015946452987,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Clearbrook, Minnesota",FT,heavy petroleum,9.7533,US$ per cubic metre,1.550653438901,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Corunna or Sarnia Terminal, Ontario",FT,heavy petroleum,24.4216,US$ per cubic metre,3.882730770453,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Flanagan, Illinois",FT,heavy petroleum,21.1307,US$ per cubic metre,3.359518585646,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Griffith, Indiana",FT,heavy petroleum,21.1307,US$ per cubic metre,3.359518585646,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Lockport, Illinois",FT,heavy petroleum,21.1307,US$ per cubic metre,3.359518585646,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Marysville, Michigan",FT,heavy petroleum,24.0378,US$ per cubic metre,3.821711342173,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Mokena, Illinois",FT,heavy petroleum,21.1307,US$ per cubic metre,3.359518585646,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Nanticoke, Ontario",FT,heavy petroleum,27.2901,US$ per cubic metre,4.338786606887,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Stockbridge, Michigan",FT,heavy petroleum,24.0378,US$ per cubic metre,3.821711342173,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Superior, Wisconsin",FT,heavy petroleum,13.1072,US$ per cubic metre,2.08388184044,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","West Seneca, New York",FT,heavy petroleum,27.785,US$ per cubic metre,4.41746955388,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Clearbrook, Minnesota",FT,light petroleum,6.0802,US$ per cubic metre,0.96667620592,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Corunna or Sarnia Terminal, Ontario",FT,light petroleum,18.1956,US$ per cubic metre,2.892874177239,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Flanagan, Illinois",FT,light petroleum,15.4503,US$ per cubic metre,2.456405609081,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Griffith, Indiana",FT,light petroleum,15.4503,US$ per cubic metre,2.456405609081,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Lockport, Illinois",FT,light petroleum,15.4503,US$ per cubic metre,2.456405609081,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Marysville, Michigan",FT,light petroleum,17.8325,US$ per cubic metre,2.835145791599,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Mokena, Illinois",FT,light petroleum,15.4503,US$ per cubic metre,2.456405609081,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Nanticoke, Ontario",FT,light petroleum,20.5562,US$ per cubic metre,3.268180228306,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Stockbridge, Michigan",FT,light petroleum,17.8325,US$ per cubic metre,2.835145791599,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Superior, Wisconsin",FT,light petroleum,8.8552,US$ per cubic metre,1.407866704823,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","West Seneca, New York",FT,light petroleum,20.9165,US$ per cubic metre,3.325463448758,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Clearbrook, Minnesota",FT,light petroleum,16.068,US$ per cubic metre,2.554612229323,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Corunna or Sarnia Terminal, Ontario",FT,light petroleum,28.1834,US$ per cubic metre,4.480810200642,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Flanagan, Illinois",FT,light petroleum,25.4379,US$ per cubic metre,4.04430983497,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Griffith, Indiana",FT,light petroleum,25.4379,US$ per cubic metre,4.04430983497,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Lockport, Illinois",FT,light petroleum,25.4379,US$ per cubic metre,4.04430983497,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Marysville, Michigan",FT,light petroleum,27.8201,US$ per cubic metre,4.423050017488,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Mokena, Illinois",FT,light petroleum,25.4379,US$ per cubic metre,4.04430983497,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Nanticoke, Ontario",FT,light petroleum,30.5439,US$ per cubic metre,4.856100352952,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Stockbridge, Michigan",FT,light petroleum,27.8201,US$ per cubic metre,4.423050017488,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","Superior, Wisconsin",FT,light petroleum,18.8429,US$ per cubic metre,2.995786829469,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Edmonton Terminal, Alberta","West Seneca, New York",FT,light petroleum,30.9041,US$ per cubic metre,4.913367674647,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Clearbrook, Minnesota",FT,light petroleum,12.9597,US$ per cubic metre,2.060431174282,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Corunna or Sarnia Terminal, Ontario",FT,light petroleum,25.0753,US$ per cubic metre,3.986660943114,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Flanagan, Illinois",FT,light petroleum,22.3298,US$ per cubic metre,3.550160577442,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Griffith, Indiana",FT,light petroleum,22.3298,US$ per cubic metre,3.550160577442,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Lockport, Illinois",FT,light petroleum,22.3298,US$ per cubic metre,3.550160577442,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Marysville, Michigan",FT,light petroleum,24.712,US$ per cubic metre,3.92890075996,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Mokena, Illinois",FT,light petroleum,22.3298,US$ per cubic metre,3.550160577442,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Nanticoke, Ontario",FT,light petroleum,27.4356,US$ per cubic metre,4.36191929791,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Stockbridge, Michigan",FT,light petroleum,24.712,US$ per cubic metre,3.92890075996,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","Superior, Wisconsin",FT,light petroleum,15.7347,US$ per cubic metre,2.501621673185,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Hardisty Terminal, Alberta","West Seneca, New York",FT,light petroleum,27.7961,US$ per cubic metre,4.419234315876,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Clearbrook, Minnesota",FT,light petroleum,11.4154,US$ per cubic metre,1.814906674298,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Corunna or Sarnia Terminal, Ontario",FT,light petroleum,23.5308,US$ per cubic metre,3.741104645616,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Flanagan, Illinois",FT,light petroleum,20.7854,US$ per cubic metre,3.304620178702,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Griffith, Indiana",FT,light petroleum,20.7854,US$ per cubic metre,3.304620178702,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Lockport, Illinois",FT,light petroleum,20.7854,US$ per cubic metre,3.304620178702,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Marysville, Michigan",FT,light petroleum,23.1675,US$ per cubic metre,3.683344462463,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Mokena, Illinois",FT,light petroleum,20.7854,US$ per cubic metre,3.304620178702,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Nanticoke, Ontario",FT,light petroleum,25.8913,US$ per cubic metre,4.116394797926,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Stockbridge, Michigan",FT,light petroleum,23.1675,US$ per cubic metre,3.683344462463,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","Superior, Wisconsin",FT,light petroleum,14.1904,US$ per cubic metre,2.256097173201,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Kerrobert Station, Saskatchewan","West Seneca, New York",FT,light petroleum,26.2516,US$ per cubic metre,4.173678018378,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Clearbrook, Minnesota",FT,light petroleum,8.3178,US$ per cubic metre,1.322426786225,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Corunna or Sarnia Terminal, Ontario",FT,light petroleum,20.4332,US$ per cubic metre,3.248624757543,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Flanagan, Illinois",FT,light petroleum,17.6877,US$ per cubic metre,2.812124391872,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Griffith, Indiana",FT,light petroleum,17.6877,US$ per cubic metre,2.812124391872,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Lockport, Illinois",FT,light petroleum,17.6877,US$ per cubic metre,2.812124391872,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Marysville, Michigan",FT,light petroleum,20.0701,US$ per cubic metre,3.190896371903,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Mokena, Illinois",FT,light petroleum,17.6877,US$ per cubic metre,2.812124391872,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Nanticoke, Ontario",FT,light petroleum,22.7938,US$ per cubic metre,3.62393080861,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Stockbridge, Michigan",FT,light petroleum,20.0701,US$ per cubic metre,3.190896371903,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","Superior, Wisconsin",FT,light petroleum,11.0926,US$ per cubic metre,1.763585487614,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Regina Terminal, Saskatchewan","West Seneca, New York",FT,light petroleum,23.1541,US$ per cubic metre,3.681214029062,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Clearbrook, Minnesota",FT,medium petroleum,6.4265,US$ per cubic metre,1.021733600432,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Corunna or Sarnia Terminal, Ontario",FT,medium petroleum,19.4714,US$ per cubic metre,3.095710515437,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Flanagan, Illinois",FT,medium petroleum,16.5258,US$ per cubic metre,2.627396737575,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Griffith, Indiana",FT,medium petroleum,16.5258,US$ per cubic metre,2.627396737575,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Lockport, Illinois",FT,medium petroleum,16.5258,US$ per cubic metre,2.627396737575,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Marysville, Michigan",FT,medium petroleum,19.0986,US$ per cubic metre,3.036439950395,US$ per barrel
EnbridgeMainline,Tariff 374,2015-08-15,2015-11-08,"Cromer Terminal, Manitoba","Mokena, Illinois",FT,medium petroleum,16.5258,US$ per cubic metre,2.627396737575,US$ per barrel
