Date,Pipeline Name,KeyPointID,Direction of Flow,Trade Type,Capacity (1000 m3/d),Throughput (1000 m3/d)
2016-01-01,NGTL,KP0007,east & southeast,intracanada,121287.0,131804.9997
2016-02-01,NGTL,KP0007,east & southeast,intracanada,121287.0,130267.3519
2016-03-01,NGTL,KP0007,east & southeast,intracanada,121287.0,123958.9703
2016-04-01,NGTL,KP0007,east & southeast,intracanada,117760.0,121472.7673
2016-05-01,NGTL,KP0007,east & southeast,intracanada,117760.0,127089.4277
2016-06-01,NGTL,KP0007,east & southeast,intracanada,117760.0,128170.8556
2016-07-01,NGTL,KP0007,east & southeast,intracanada,117760.0,128136.2126
2016-08-01,NGTL,KP0007,east & southeast,intracanada,117760.0,121608.6651
2016-09-01,NGTL,KP0007,east & southeast,intracanada,117760.0,127240.6441
2016-10-01,NGTL,KP0007,east & southeast,intracanada,117760.0,126978.8168
2016-11-01,NGTL,KP0007,east & southeast,intracanada,140856.0,115524.4158
2016-12-01,NGTL,KP0007,east & southeast,intracanada,140856.0,124051.5732
2017-01-01,NGTL,KP0007,east & southeast,intracanada,140856.0,122304.4045
2017-02-01,NGTL,KP0007,east & southeast,intracanada,140856.0,119063.0623
2017-03-01,NGTL,KP0007,east & southeast,intracanada,140856.0,120679.0561
2017-04-01,NGTL,KP0007,east & southeast,intracanada,120800.0,114286.6454
2017-05-01,NGTL,KP0007,east & southeast,intracanada,120800.0,114989.9834
2017-06-01,NGTL,KP0007,east & southeast,intracanada,120800.0,115347.2212
2017-07-01,NGTL,KP0007,east & southeast,intracanada,120800.0,108411.4645
2017-08-01,NGTL,KP0007,east & southeast,intracanada,120800.0,110083.528
2017-09-01,NGTL,KP0007,east & southeast,intracanada,120800.0,116666.5942
2017-10-01,NGTL,KP0007,east & southeast,intracanada,120800.0,118390.3137
2017-11-01,NGTL,KP0007,east & southeast,intracanada,148773.0,135858.6135
2017-12-01,NGTL,KP0007,east & southeast,intracanada,148773.0,135861.8355
2018-01-01,NGTL,KP0007,east & southeast,intracanada,148773.0,142399.7281
2018-02-01,NGTL,KP0007,east & southeast,intracanada,148773.0,144513.559
2018-03-01,NGTL,KP0007,east & southeast,intracanada,148773.0,138386.4986
2018-04-01,NGTL,KP0007,east & southeast,intracanada,112434.0,127914.9565
2018-05-01,NGTL,KP0007,east & southeast,intracanada,112434.0,118501.3788
2018-06-01,NGTL,KP0007,east & southeast,intracanada,112434.0,117467.6079
2018-07-01,NGTL,KP0007,east & southeast,intracanada,112434.0,119677.2986
2018-08-01,NGTL,KP0007,east & southeast,intracanada,112434.0,116688.1836
2018-09-01,NGTL,KP0007,east & southeast,intracanada,112434.0,110398.6552
2018-10-01,NGTL,KP0007,east & southeast,intracanada,112434.0,115221.1181
2018-11-01,NGTL,KP0007,east & southeast,intracanada,134400.0,118200.6391
2018-12-01,NGTL,KP0007,east & southeast,intracanada,134400.0,124594.1932
2019-01-01,NGTL,KP0007,east & southeast,intracanada,134400.0,132256.6745
2019-02-01,NGTL,KP0007,east & southeast,intracanada,134400.0,118025.3931
2019-03-01,NGTL,KP0007,east & southeast,intracanada,134400.0,126381.4238
2019-04-01,NGTL,KP0007,east & southeast,intracanada,113300.0,116832.5914
2019-05-01,NGTL,KP0007,east & southeast,intracanada,113300.0,110907.3289
2019-06-01,NGTL,KP0007,east & southeast,intracanada,113300.0,113251.2988
2019-07-01,NGTL,KP0007,east & southeast,intracanada,113300.0,112786.9745
2019-08-01,NGTL,KP0007,east & southeast,intracanada,113300.0,113169.8826
2019-09-01,NGTL,KP0007,east & southeast,intracanada,113300.0,110899.0275
2019-10-01,NGTL,KP0007,east & southeast,intracanada,113300.0,103575.7352
2019-11-01,NGTL,KP0007,east & southeast,intracanada,141400.0,110361.5835
2019-12-01,NGTL,KP0007,east & southeast,intracanada,141400.0,113040.3876
2020-01-01,NGTL,KP0007,east & southeast,intracanada,141400.0,105981.2568
2020-02-01,NGTL,KP0007,east & southeast,intracanada,141400.0,114966.8207
2020-03-01,NGTL,KP0007,east & southeast,intracanada,141400.0,101871.7824
2020-04-01,NGTL,KP0007,east & southeast,intracanada,116200.0,100775.4718
2020-05-01,NGTL,KP0007,east & southeast,intracanada,116200.0,103802.5637
2020-06-01,NGTL,KP0007,east & southeast,intracanada,116200.0,102025.8759
2020-07-01,NGTL,KP0007,east & southeast,intracanada,116200.0,101173.0626
2020-08-01,NGTL,KP0007,east & southeast,intracanada,116200.0,96295.454
2020-09-01,NGTL,KP0007,east & southeast,intracanada,116200.0,85820.5176
2020-10-01,NGTL,KP0007,east & southeast,intracanada,116200.0,100420.3838
2020-11-01,NGTL,KP0007,east & southeast,intracanada,129528.3598,108248.2701
2020-12-01,NGTL,KP0007,east & southeast,intracanada,129528.3598,124937.1503
2021-01-01,NGTL,KP0007,east & southeast,intracanada,129528.3598,127089.9743
2021-02-01,NGTL,KP0007,east & southeast,intracanada,129528.3598,125486.7332
2021-03-01,NGTL,KP0007,east & southeast,intracanada,129528.3598,111321.1505
2021-04-01,NGTL,KP0007,east & southeast,intracanada,139900.0,108794.963
2021-05-01,NGTL,KP0007,east & southeast,intracanada,139900.0,105808.0918
2021-06-01,NGTL,KP0007,east & southeast,intracanada,139900.0,111958.3495
2021-07-01,NGTL,KP0007,east & southeast,intracanada,139900.0,117411.0907
2021-08-01,NGTL,KP0007,east & southeast,intracanada,139900.0,114851.5874
2021-09-01,NGTL,KP0007,east & southeast,intracanada,139900.0,119334.2721
2021-10-01,NGTL,KP0007,east & southeast,intracanada,139900.0,119857.0141
2021-11-01,NGTL,KP0007,east & southeast,intracanada,125140.0,124075.6828
2021-12-01,NGTL,KP0007,east & southeast,intracanada,125140.0,121848.8858
2022-01-01,NGTL,KP0007,east & southeast,intracanada,125140.0,128974.694
2022-02-01,NGTL,KP0007,east & southeast,intracanada,125140.0,134782.4044
2022-03-01,NGTL,KP0007,east & southeast,intracanada,125140.0,128627.1143
2022-04-01,NGTL,KP0007,east & southeast,intracanada,124368.0,135694.3752
2022-05-01,NGTL,KP0007,east & southeast,intracanada,124368.0,128310.188
2022-06-01,NGTL,KP0007,east & southeast,intracanada,124368.0,128968.1638
2022-07-01,NGTL,KP0007,east & southeast,intracanada,124368.0,125252.6798
2022-08-01,NGTL,KP0007,east & southeast,intracanada,124368.0,122442.6431
2022-09-01,NGTL,KP0007,east & southeast,intracanada,124368.0,126264.3183
2022-10-01,NGTL,KP0007,east & southeast,intracanada,124368.0,126769.833
2022-11-01,NGTL,KP0007,east & southeast,intracanada,140164.0,119458.5648
2022-12-01,NGTL,KP0007,east & southeast,intracanada,140164.0,139590.7977
2023-01-01,NGTL,KP0007,east & southeast,intracanada,140164.0,130075.2425
2023-02-01,NGTL,KP0007,east & southeast,intracanada,140164.0,127748.4748
2023-03-01,NGTL,KP0007,east & southeast,intracanada,140164.0,118088.1457
2023-04-01,NGTL,KP0007,east & southeast,intracanada,145190.0,111437.2718
2023-05-01,NGTL,KP0007,east & southeast,intracanada,145190.0,116146.4905
2023-06-01,NGTL,KP0007,east & southeast,intracanada,145190.0,117695.3301
2023-07-01,NGTL,KP0007,east & southeast,intracanada,145190.0,125686.803
2023-08-01,NGTL,KP0007,east & southeast,intracanada,145190.0,116243.8355
2023-09-01,NGTL,KP0007,east & southeast,intracanada,145190.0,117786.6502
2011-11-01,NGTL,KP0012,east & north,intracanada,,28803.6996
2011-12-01,NGTL,KP0012,east & north,intracanada,,29703.3889
2012-01-01,NGTL,KP0012,east & north,intracanada,,31631.7263
2012-02-01,NGTL,KP0012,east & north,intracanada,,29863.1094
2012-03-01,NGTL,KP0012,east & north,intracanada,,26362.5139
2012-04-01,NGTL,KP0012,east & north,intracanada,,23687.1247
2012-05-01,NGTL,KP0012,east & north,intracanada,,19320.9066
2012-06-01,NGTL,KP0012,east & north,intracanada,,17286.8327
2012-07-01,NGTL,KP0012,east & north,intracanada,,17993.3137
2012-08-01,NGTL,KP0012,east & north,intracanada,,17530.1062
2012-09-01,NGTL,KP0012,east & north,intracanada,,17898.3633
2012-10-01,NGTL,KP0012,east & north,intracanada,,24831.3903
2012-11-01,NGTL,KP0012,east & north,intracanada,,31532.594
2012-12-01,NGTL,KP0012,east & north,intracanada,,34993.2711
2013-01-01,NGTL,KP0012,east & north,intracanada,,32901.3675
2013-02-01,NGTL,KP0012,east & north,intracanada,,29619.0077
2013-03-01,NGTL,KP0012,east & north,intracanada,,29456.7965
2013-04-01,NGTL,KP0012,east & north,intracanada,,25377.6991
2013-05-01,NGTL,KP0012,east & north,intracanada,,18743.2703
2013-06-01,NGTL,KP0012,east & north,intracanada,,17609.5936
2013-07-01,NGTL,KP0012,east & north,intracanada,,17845.4746
2013-08-01,NGTL,KP0012,east & north,intracanada,,18877.3474
2013-09-01,NGTL,KP0012,east & north,intracanada,,18113.4325
2013-10-01,NGTL,KP0012,east & north,intracanada,,21645.4244
2013-11-01,NGTL,KP0012,east & north,intracanada,,30190.9936
2013-12-01,NGTL,KP0012,east & north,intracanada,,34867.6251
2014-01-01,NGTL,KP0012,east & north,intracanada,,31770.4187
2014-02-01,NGTL,KP0012,east & north,intracanada,,35930.8469
2014-03-01,NGTL,KP0012,east & north,intracanada,,30504.2013
2014-04-01,NGTL,KP0012,east & north,intracanada,,23525.7546
2014-05-01,NGTL,KP0012,east & north,intracanada,,20309.531
2014-06-01,NGTL,KP0012,east & north,intracanada,,16591.6925
2014-07-01,NGTL,KP0012,east & north,intracanada,,17362.9871
2014-08-01,NGTL,KP0012,east & north,intracanada,,17431.4386
2014-09-01,NGTL,KP0012,east & north,intracanada,,17165.863
2014-10-01,NGTL,KP0012,east & north,intracanada,,20153.7462
2014-11-01,NGTL,KP0012,east & north,intracanada,,29474.4593
2014-12-01,NGTL,KP0012,east & north,intracanada,,30750.3126
2015-01-01,NGTL,KP0012,east & north,intracanada,,31315.1387
2015-02-01,NGTL,KP0012,east & north,intracanada,,32660.7163
2015-03-01,NGTL,KP0012,east & north,intracanada,,25895.5392
2015-04-01,NGTL,KP0012,east & north,intracanada,,19838.3563
2015-05-01,NGTL,KP0012,east & north,intracanada,,17077.6979
2015-06-01,NGTL,KP0012,east & north,intracanada,,16580.4504
2015-07-01,NGTL,KP0012,east & north,intracanada,,16592.256
2015-08-01,NGTL,KP0012,east & north,intracanada,,17414.4598
2015-09-01,NGTL,KP0012,east & north,intracanada,,18921.3228
2015-10-01,NGTL,KP0012,east & north,intracanada,,20451.9132
2015-11-01,NGTL,KP0012,east & north,intracanada,,25507.5036
2015-12-01,NGTL,KP0012,east & north,intracanada,,30776.2607
2016-01-01,NGTL,KP0012,east & north,intracanada,,31336.8449
2016-02-01,NGTL,KP0012,east & north,intracanada,,26441.434
2016-03-01,NGTL,KP0012,east & north,intracanada,,24520.4766
2016-04-01,NGTL,KP0012,east & north,intracanada,,19542.1309
2016-05-01,NGTL,KP0012,east & north,intracanada,,18354.7424
2016-06-01,NGTL,KP0012,east & north,intracanada,,16971.6854
2016-07-01,NGTL,KP0012,east & north,intracanada,,17284.9419
2016-08-01,NGTL,KP0012,east & north,intracanada,,18164.6875
2016-09-01,NGTL,KP0012,east & north,intracanada,,17789.78
2016-10-01,NGTL,KP0012,east & north,intracanada,,24101.9535
2016-11-01,NGTL,KP0012,east & north,intracanada,,26159.8857
2016-12-01,NGTL,KP0012,east & north,intracanada,,34182.7098
2017-01-01,NGTL,KP0012,east & north,intracanada,,32546.1378
2017-02-01,NGTL,KP0012,east & north,intracanada,,31225.2764
2017-03-01,NGTL,KP0012,east & north,intracanada,,30012.6694
2017-04-01,NGTL,KP0012,east & north,intracanada,,23482.1466
2017-05-01,NGTL,KP0012,east & north,intracanada,,18698.1405
2017-06-01,NGTL,KP0012,east & north,intracanada,,18602.9371
2017-07-01,NGTL,KP0012,east & north,intracanada,,18854.969
2017-08-01,NGTL,KP0012,east & north,intracanada,,19119.9218
2017-09-01,NGTL,KP0012,east & north,intracanada,,19372.8894
2017-10-01,NGTL,KP0012,east & north,intracanada,,25917.2816
2017-11-01,NGTL,KP0012,east & north,intracanada,60170.0,32221.675
2017-12-01,NGTL,KP0012,east & north,intracanada,60170.0,33330.1183
2018-01-01,NGTL,KP0012,east & north,intracanada,60170.0,36142.6433
2018-02-01,NGTL,KP0012,east & north,intracanada,60170.0,36590.4229
2018-03-01,NGTL,KP0012,east & north,intracanada,60170.0,31057.7427
2018-04-01,NGTL,KP0012,east & north,intracanada,60170.0,26345.3659
2018-05-01,NGTL,KP0012,east & north,intracanada,60170.0,19988.7439
2018-06-01,NGTL,KP0012,east & north,intracanada,60170.0,21638.9871
2018-07-01,NGTL,KP0012,east & north,intracanada,60170.0,23336.3464
2018-08-01,NGTL,KP0012,east & north,intracanada,60170.0,23691.5702
2018-09-01,NGTL,KP0012,east & north,intracanada,60170.0,26954.4127
2018-10-01,NGTL,KP0012,east & north,intracanada,60170.0,28834.2977
2018-11-01,NGTL,KP0012,east & north,intracanada,57873.0,33051.5617
2018-12-01,NGTL,KP0012,east & north,intracanada,57873.0,35093.8515
2019-01-01,NGTL,KP0012,east & north,intracanada,57873.0,36446.5884
2019-02-01,NGTL,KP0012,east & north,intracanada,57873.0,42755.63
2019-03-01,NGTL,KP0012,east & north,intracanada,57873.0,33025.7846
2019-04-01,NGTL,KP0012,east & north,intracanada,57873.0,28365.3192
2019-05-01,NGTL,KP0012,east & north,intracanada,57873.0,22970.3601
2019-06-01,NGTL,KP0012,east & north,intracanada,57873.0,21359.7671
2019-07-01,NGTL,KP0012,east & north,intracanada,57873.0,21053.8948
2019-08-01,NGTL,KP0012,east & north,intracanada,57873.0,23717.846
2019-09-01,NGTL,KP0012,east & north,intracanada,57873.0,23767.4377
2019-10-01,NGTL,KP0012,east & north,intracanada,57873.0,27473.5123
2019-11-01,NGTL,KP0012,east & north,intracanada,53515.0,30663.8366
2019-12-01,NGTL,KP0012,east & north,intracanada,53515.0,33366.5628
2020-01-01,NGTL,KP0012,east & north,intracanada,53515.0,38051.2772
2020-02-01,NGTL,KP0012,east & north,intracanada,53515.0,34907.5719
2020-03-01,NGTL,KP0012,east & north,intracanada,53515.0,34881.0088
2020-04-01,NGTL,KP0012,east & north,intracanada,53515.0,28119.4075
2020-05-01,NGTL,KP0012,east & north,intracanada,53515.0,22570.4359
2020-06-01,NGTL,KP0012,east & north,intracanada,53515.0,22137.9887
2020-07-01,NGTL,KP0012,east & north,intracanada,53515.0,19766.9416
2020-08-01,NGTL,KP0012,east & north,intracanada,53515.0,17378.5235
2020-09-01,NGTL,KP0012,east & north,intracanada,53515.0,20514.5243
2020-10-01,NGTL,KP0012,east & north,intracanada,53515.0,28043.4381
2020-11-01,NGTL,KP0012,east & north,intracanada,55052.0,31853.1266
2020-12-01,NGTL,KP0012,east & north,intracanada,55052.0,33837.2176
2021-01-01,NGTL,KP0012,east & north,intracanada,55052.0,35914.8223
2021-02-01,NGTL,KP0012,east & north,intracanada,55052.0,39896.1959
2021-03-01,NGTL,KP0012,east & north,intracanada,55052.0,30904.4328
2021-04-01,NGTL,KP0012,east & north,intracanada,55052.0,27966.3975
2021-05-01,NGTL,KP0012,east & north,intracanada,55052.0,23417.2198
2021-06-01,NGTL,KP0012,east & north,intracanada,55052.0,22853.8987
2021-07-01,NGTL,KP0012,east & north,intracanada,55052.0,24380.148
2021-08-01,NGTL,KP0012,east & north,intracanada,55052.0,22917.746
2021-09-01,NGTL,KP0012,east & north,intracanada,55052.0,19501.0577
2021-10-01,NGTL,KP0012,east & north,intracanada,55052.0,26361.9696
2021-11-01,NGTL,KP0012,east & north,intracanada,64700.0,33792.6209
2021-12-01,NGTL,KP0012,east & north,intracanada,64700.0,42569.7618
2022-01-01,NGTL,KP0012,east & north,intracanada,64700.0,39574.7555
2022-02-01,NGTL,KP0012,east & north,intracanada,64700.0,38397.1281
2022-03-01,NGTL,KP0012,east & north,intracanada,64700.0,36176.5002
2022-04-01,NGTL,KP0012,east & north,intracanada,64700.0,31133.3476
2022-05-01,NGTL,KP0012,east & north,intracanada,64700.0,27019.3523
2022-06-01,NGTL,KP0012,east & north,intracanada,64700.0,26449.0974
2022-07-01,NGTL,KP0012,east & north,intracanada,64700.0,25845.1592
2022-08-01,NGTL,KP0012,east & north,intracanada,64700.0,26089.0479
2022-09-01,NGTL,KP0012,east & north,intracanada,64700.0,29416.2502
2022-10-01,NGTL,KP0012,east & north,intracanada,64700.0,31934.368
2022-11-01,NGTL,KP0012,east & north,intracanada,66701.0,40787.0575
2022-12-01,NGTL,KP0012,east & north,intracanada,66701.0,44666.231
2023-01-01,NGTL,KP0012,east & north,intracanada,66701.0,41716.7306
2023-02-01,NGTL,KP0012,east & north,intracanada,66701.0,40471.7958
2023-03-01,NGTL,KP0012,east & north,intracanada,66701.0,40696.0518
2023-04-01,NGTL,KP0012,east & north,intracanada,66701.0,31752.8857
2023-05-01,NGTL,KP0012,east & north,intracanada,66701.0,27087.1419
2023-06-01,NGTL,KP0012,east & north,intracanada,66701.0,26851.911
2023-07-01,NGTL,KP0012,east & north,intracanada,66701.0,28592.0695
2023-08-01,NGTL,KP0012,east & north,intracanada,66701.0,30384.1162
2023-09-01,NGTL,KP0012,east & north,intracanada,66701.0,29853.4589
2006-01-01,NGTL,KP0027,east & north,intracanada,64843.0,29444.4118
2006-02-01,NGTL,KP0027,east & north,intracanada,64843.0,30810.9027
2006-03-01,NGTL,KP0027,east & north,intracanada,64843.0,28852.9927
2006-04-01,NGTL,KP0027,east & north,intracanada,63955.0,23900.0563
2006-05-01,NGTL,KP0027,east & north,intracanada,63955.0,22368.0023
2006-06-01,NGTL,KP0027,east & north,intracanada,63955.0,22047.8474
2006-07-01,NGTL,KP0027,east & north,intracanada,63955.0,23848.8539
2006-08-01,NGTL,KP0027,east & north,intracanada,63955.0,24530.2563
2006-09-01,NGTL,KP0027,east & north,intracanada,63955.0,26932.9021
2006-10-01,NGTL,KP0027,east & north,intracanada,63955.0,32134.439
2006-11-01,NGTL,KP0027,east & north,intracanada,64843.0,35720.5176
2006-12-01,NGTL,KP0027,east & north,intracanada,64843.0,34672.6882
2007-01-01,NGTL,KP0027,east & north,intracanada,64843.0,33946.4389
2007-02-01,NGTL,KP0027,east & north,intracanada,64843.0,36063.656
2007-03-01,NGTL,KP0027,east & north,intracanada,64843.0,32357.2363
2007-04-01,NGTL,KP0027,east & north,intracanada,63955.0,26944.7364
2007-05-01,NGTL,KP0027,east & north,intracanada,63955.0,22433.177
2007-06-01,NGTL,KP0027,east & north,intracanada,63955.0,20963.8748
2007-07-01,NGTL,KP0027,east & north,intracanada,63955.0,23210.1834
2007-08-01,NGTL,KP0027,east & north,intracanada,63955.0,26077.4386
2007-09-01,NGTL,KP0027,east & north,intracanada,63955.0,27637.9687
2007-10-01,NGTL,KP0027,east & north,intracanada,63955.0,29080.7269
2007-11-01,NGTL,KP0027,east & north,intracanada,64843.0,32903.6406
2007-12-01,NGTL,KP0027,east & north,intracanada,64843.0,38102.7808
2008-01-01,NGTL,KP0027,east & north,intracanada,64843.0,38956.0044
2008-02-01,NGTL,KP0027,east & north,intracanada,64843.0,39010.1349
2008-03-01,NGTL,KP0027,east & north,intracanada,64843.0,36581.1012
2008-04-01,NGTL,KP0027,east & north,intracanada,63955.0,31261.704
2008-05-01,NGTL,KP0027,east & north,intracanada,63955.0,28185.4463
2008-06-01,NGTL,KP0027,east & north,intracanada,63955.0,28754.8179
2008-07-01,NGTL,KP0027,east & north,intracanada,63955.0,28849.8752
2008-08-01,NGTL,KP0027,east & north,intracanada,63955.0,30377.8717
2008-09-01,NGTL,KP0027,east & north,intracanada,63955.0,33061.293
2008-10-01,NGTL,KP0027,east & north,intracanada,63955.0,37716.2916
2008-11-01,NGTL,KP0027,east & north,intracanada,64843.0,41705.1389
2008-12-01,NGTL,KP0027,east & north,intracanada,64843.0,49026.4981
2009-01-01,NGTL,KP0027,east & north,intracanada,64843.0,48021.4593
2009-02-01,NGTL,KP0027,east & north,intracanada,64843.0,48121.2716
2009-03-01,NGTL,KP0027,east & north,intracanada,64843.0,46129.9376
2009-04-01,NGTL,KP0027,east & north,intracanada,63955.0,38319.0374
2009-05-01,NGTL,KP0027,east & north,intracanada,63955.0,37068.4177
2009-06-01,NGTL,KP0027,east & north,intracanada,63955.0,35431.4621
2009-07-01,NGTL,KP0027,east & north,intracanada,63955.0,35481.6247
2009-08-01,NGTL,KP0027,east & north,intracanada,63955.0,35903.3166
2009-09-01,NGTL,KP0027,east & north,intracanada,63955.0,34457.7524
2009-10-01,NGTL,KP0027,east & north,intracanada,63955.0,42476.0768
2009-11-01,NGTL,KP0027,east & north,intracanada,66184.0,41274.6475
2009-12-01,NGTL,KP0027,east & north,intracanada,66184.0,49382.6152
2010-01-01,NGTL,KP0027,east & north,intracanada,66184.0,46681.655
2010-02-01,NGTL,KP0027,east & north,intracanada,66184.0,44075.0183
2010-03-01,NGTL,KP0027,east & north,intracanada,66184.0,41025.3224
2010-04-01,NGTL,KP0027,east & north,intracanada,77369.0,37786.4896
2010-05-01,NGTL,KP0027,east & north,intracanada,77369.0,38746.7165
2010-06-01,NGTL,KP0027,east & north,intracanada,77369.0,37191.0112
2010-07-01,NGTL,KP0027,east & north,intracanada,77369.0,35322.2508
2010-08-01,NGTL,KP0027,east & north,intracanada,77369.0,35926.693
2010-09-01,NGTL,KP0027,east & north,intracanada,77369.0,36743.923
2010-10-01,NGTL,KP0027,east & north,intracanada,77369.0,39668.1203
2010-11-01,NGTL,KP0027,east & north,intracanada,73020.0,48479.7129
2010-12-01,NGTL,KP0027,east & north,intracanada,73020.0,52197.3855
2011-01-01,NGTL,KP0027,east & north,intracanada,73020.0,52289.9143
2011-02-01,NGTL,KP0027,east & north,intracanada,73020.0,51419.1875
2011-03-01,NGTL,KP0027,east & north,intracanada,73020.0,50537.2032
2011-04-01,NGTL,KP0027,east & north,intracanada,69478.0,43023.1709
2011-05-01,NGTL,KP0027,east & north,intracanada,69478.0,40849.0651
2011-06-01,NGTL,KP0027,east & north,intracanada,69478.0,40008.1854
2011-07-01,NGTL,KP0027,east & north,intracanada,69478.0,43122.871
2011-08-01,NGTL,KP0027,east & north,intracanada,69478.0,44161.9707
2011-09-01,NGTL,KP0027,east & north,intracanada,69478.0,39243.2054
2011-10-01,NGTL,KP0027,east & north,intracanada,69478.0,63766.85
2011-11-01,NGTL,KP0027,east & north,intracanada,107209.0,76364.0314
2011-12-01,NGTL,KP0027,east & north,intracanada,107209.0,75320.4993
2012-01-01,NGTL,KP0027,east & north,intracanada,107209.0,79672.1831
2012-02-01,NGTL,KP0027,east & north,intracanada,107209.0,79325.3903
2012-03-01,NGTL,KP0027,east & north,intracanada,107209.0,78200.4945
2012-04-01,NGTL,KP0027,east & north,intracanada,93265.0,72164.299
2012-05-01,NGTL,KP0027,east & north,intracanada,93265.0,66280.1886
2012-06-01,NGTL,KP0027,east & north,intracanada,93265.0,63710.7955
2012-07-01,NGTL,KP0027,east & north,intracanada,93265.0,64236.7305
2012-08-01,NGTL,KP0027,east & north,intracanada,93265.0,64442.3953
2012-09-01,NGTL,KP0027,east & north,intracanada,93265.0,65105.439
2012-10-01,NGTL,KP0027,east & north,intracanada,93265.0,76517.087
2012-11-01,NGTL,KP0027,east & north,intracanada,113863.0,87641.6859
2012-12-01,NGTL,KP0027,east & north,intracanada,113863.0,92045.142
2013-01-01,NGTL,KP0027,east & north,intracanada,113863.0,89332.3547
2013-02-01,NGTL,KP0027,east & north,intracanada,113863.0,85385.0087
2013-03-01,NGTL,KP0027,east & north,intracanada,113863.0,84385.6825
2013-04-01,NGTL,KP0027,east & north,intracanada,96020.0,77191.5452
2013-05-01,NGTL,KP0027,east & north,intracanada,96020.0,65192.098
2013-06-01,NGTL,KP0027,east & north,intracanada,96020.0,66351.0634
2013-07-01,NGTL,KP0027,east & north,intracanada,96020.0,72853.4408
2013-08-01,NGTL,KP0027,east & north,intracanada,96020.0,76738.4246
2013-09-01,NGTL,KP0027,east & north,intracanada,96020.0,73125.5808
2013-10-01,NGTL,KP0027,east & north,intracanada,96020.0,75988.6374
2013-11-01,NGTL,KP0027,east & north,intracanada,124349.0,87776.7602
2013-12-01,NGTL,KP0027,east & north,intracanada,124349.0,96452.6043
2014-01-01,NGTL,KP0027,east & north,intracanada,124349.0,93546.7635
2014-02-01,NGTL,KP0027,east & north,intracanada,124349.0,98224.5661
2014-03-01,NGTL,KP0027,east & north,intracanada,124349.0,92620.1529
2014-04-01,NGTL,KP0027,east & north,intracanada,98784.0,82125.2126
2014-05-01,NGTL,KP0027,east & north,intracanada,98784.0,74582.0335
2014-06-01,NGTL,KP0027,east & north,intracanada,98784.0,68815.6859
2014-07-01,NGTL,KP0027,east & north,intracanada,98784.0,72053.921
2014-08-01,NGTL,KP0027,east & north,intracanada,98784.0,71886.1354
2014-09-01,NGTL,KP0027,east & north,intracanada,98784.0,73432.8173
2014-10-01,NGTL,KP0027,east & north,intracanada,98784.0,79212.4513
2014-11-01,NGTL,KP0027,east & north,intracanada,128597.0,92798.3728
2014-12-01,NGTL,KP0027,east & north,intracanada,128597.0,96639.0671
2015-01-01,NGTL,KP0027,east & north,intracanada,128597.0,97647.3035
2015-02-01,NGTL,KP0027,east & north,intracanada,128597.0,100100.5762
2015-03-01,NGTL,KP0027,east & north,intracanada,128597.0,91194.018
2015-04-01,NGTL,KP0027,east & north,intracanada,111328.0,80452.1805
2015-05-01,NGTL,KP0027,east & north,intracanada,111328.0,73253.9071
2015-06-01,NGTL,KP0027,east & north,intracanada,111328.0,73302.6382
2015-07-01,NGTL,KP0027,east & north,intracanada,111328.0,81580.2341
2015-08-01,NGTL,KP0027,east & north,intracanada,111328.0,81479.4841
2015-09-01,NGTL,KP0027,east & north,intracanada,111328.0,82235.4881
2015-10-01,NGTL,KP0027,east & north,intracanada,111328.0,84683.9497
2015-11-01,NGTL,KP0027,east & north,intracanada,140643.0,96471.4209
2015-12-01,NGTL,KP0027,east & north,intracanada,140643.0,106433.9958
2016-01-01,NGTL,KP0027,east & north,intracanada,140643.0,106448.8998
2016-02-01,NGTL,KP0027,east & north,intracanada,140643.0,100167.8598
2016-03-01,NGTL,KP0027,east & north,intracanada,140643.0,97210.5086
2016-04-01,NGTL,KP0027,east & north,intracanada,112426.0,86547.222
2016-05-01,NGTL,KP0027,east & north,intracanada,112426.0,66413.7369
2016-06-01,NGTL,KP0027,east & north,intracanada,112426.0,73173.522
2016-07-01,NGTL,KP0027,east & north,intracanada,112426.0,81775.3665
2016-08-01,NGTL,KP0027,east & north,intracanada,112426.0,86089.3568
2016-09-01,NGTL,KP0027,east & north,intracanada,112426.0,86000.1812
2016-10-01,NGTL,KP0027,east & north,intracanada,112426.0,96543.3808
2016-11-01,NGTL,KP0027,east & north,intracanada,141577.0,102697.0554
2016-12-01,NGTL,KP0027,east & north,intracanada,141577.0,112631.569
2017-01-01,NGTL,KP0027,east & north,intracanada,141577.0,111977.5525
2017-02-01,NGTL,KP0027,east & north,intracanada,141577.0,110602.9843
2017-03-01,NGTL,KP0027,east & north,intracanada,141577.0,107971.2656
2017-04-01,NGTL,KP0027,east & north,intracanada,127728.0,94608.8174
2017-05-01,NGTL,KP0027,east & north,intracanada,127728.0,83188.7708
2017-06-01,NGTL,KP0027,east & north,intracanada,127728.0,85388.2901
2017-07-01,NGTL,KP0027,east & north,intracanada,127728.0,90960.365
2017-08-01,NGTL,KP0027,east & north,intracanada,127728.0,93226.7366
2017-09-01,NGTL,KP0027,east & north,intracanada,127728.0,90615.3754
2017-10-01,NGTL,KP0027,east & north,intracanada,127728.0,98418.9264
2017-11-01,NGTL,KP0027,east & north,intracanada,145702.0,116316.089
2017-12-01,NGTL,KP0027,east & north,intracanada,145702.0,119846.7412
